DIASEMANA,MESOCU,ANOOCU,RHORA,REGION,PROVINCIA,TVIA,TIPOACCIDENTE,SALDOTRAG,MEDIOTRANS,VEHICHOQUE,VEHICUVOLC,VEHICUATRO,VEHICAIDA,VEHIDESLI,ESTRECON,APLASTAM
2,11,2017,10,1,18,4,1,1,2,3, , , , , , 
2,11,2017,11,3,6,4,3,1,25, , ,2, , , , 
2,11,2017,99,1,25,2,3,1,25, , ,1, , , , 
2,11,2017,4,1,25,2,3,1,25, , ,2, , , , 
2,11,2017,9,2,28,4,5,2,4, , , , ,4, , 
3,11,2017,99,5,21,3,3,1,25, , ,2, , , , 
4,11,2017,6,1,25,4,3,1,25, , ,1, , , , 
5,12,2017,12,5,2,4,1,1,2,2, , , , , , 
5,12,2017,6,1,9,4,3,1,25, , ,99, , , , 
5,12,2017,99,5,17,99,5,1,2, , , , ,2, , 
6,12,2017,5,7,7,2,1,1,2,2, , , , , , 
6,12,2017,5,7,7,2,1,1,2,2, , , , , , 
6,12,2017,2,1,18,4,1,1,2,5, , , , , , 
6,12,2017,1,2,24,4,1,1,2,2, , , , , , 
7,12,2017,7,1,25,2,1,1,1,3, , , , , , 
7,12,2017,1,5,21,4,1,1,2,8, , , , , , 
7,12,2017,11,7,22,4,1,2,2,2, , , , , , 
7,12,2017,1,2,24,2,1,1,2,99, , , , , , 
7,12,2017,99,10,1,3,1,1,2,2, , , , , , 
7,12,2017,2,2,13,99,5,1,2, , , , ,2, , 
1,12,2017,99,10,32,1,1,1,2,99, , , , , , 
1,12,2017,8,1,25,99,3,1,25, , ,99, , , , 
2,12,2017,8,7,22,4,1,1,2,2, , , , , , 
2,12,2017,99,2,28,1,1,1,4,4, , , , , , 
2,12,2017,5,7,22,99,3,1,25, , ,2, , , , 
2,12,2017,99,1,25,2,3,1,25, , ,8, , , , 
3,12,2017,99,8,11,4,1,1,2,4, , , , , , 
3,12,2017,10,10,32,2,1,1,2,4, , , , , , 
3,12,2017,9,4,27,3,1,1,9,4, , , , , , 
4,12,2017,9,9,23,3,1,1,2,8, , , , , , 
4,12,2017,99,10,32,1,2,1,99, ,99, , , , , 
5,12,2017,99,10,32,3,1,1,2,4, , , , , , 
5,12,2017,4,1,9,1,1,1,3,5, , , , , , 
5,12,2017,99,10,1,2,3,1,25, , ,3, , , , 
6,12,2017,7,1,9,1,1,1,2,2, , , , , , 
6,12,2017,99,1,18,99,1,1,2,99, , , , , , 
6,12,2017,4,1,25,2,3,1,25, , ,1, , , , 
6,12,2017,10,3,6,3,6,1,2, , , , , ,2, 
7,12,2017,99,3,6,4,1,1,2,99, , , , , , 
7,12,2017,2,6,10,4,6,1,2, , , , , ,2, 
1,12,2017,7,5,21,4,1,2,2,4, , , , , , 
1,12,2017,7,7,22,3,1,1,2,2, , , , , , 
1,12,2017,9,3,6,3,3,1,25, , ,2, , , , 
1,12,2017,8,2,13,1,3,1,25, , ,4, , , , 
1,12,2017,99,10,1,2,3,1,25, , ,99, , , , 
1,12,2017,9,9,29,3,5,1,2, , , , ,2, , 
1,12,2017,6,3,20,1,6,2,3, , , , , ,5, 
1,12,2017,99,10,1,2,6,1,8, , , , , ,6, 
2,12,2017,6,5,2,4,3,1,25, , ,8, , , , 
2,12,2017,4,5,17,4,3,1,25, , ,5, , , , 
2,12,2017,11,1,18,3,5,1,2, , , , ,2, , 
3,12,2017,99,4,27,4,1,1,2,3, , , , , , 
3,12,2017,12,9,29,3,1,1,2,1, , , , , , 
3,12,2017,8,8,11,10,3,1,25, , ,1, , , , 
4,12,2017,7,5,2,4,1,1,2,4, , , , , , 
4,12,2017,1,8,11,10,1,1,2,1, , , , , , 
4,12,2017,3,5,17,4,1,2,2,4, , , , , , 
4,12,2017,12,4,27,4,1,1,2,99, , , , , , 
4,12,2017,7,9,29,4,1,1,2,2, , , , , , 
4,12,2017,7,10,1,2,3,1,25, , ,6, , , , 
5,12,2017,9,5,17,99,3,1,25, , ,2, , , , 
5,12,2017,8,9,29,99,3,1,25, , ,2, , , , 
6,12,2017,4,3,14,4,1,1,2,3, , , , , , 
6,12,2017,4,5,21,4,1,1,2,3, , , , , , 
6,12,2017,11,5,21,4,1,1,2,8, , , , , , 
6,12,2017,11,3,14,3,5,1,2, , , , ,2, , 
6,12,2017,11,4,27,4,6,1,2, , , , , ,16, 
7,12,2017,11,6,4,2,1,1,2,2, , , , , , 
7,12,2017,10,1,18,4,1,2,2,2, , , , , , 
7,12,2017,2,3,19,99,1,1,2,2, , , , , , 
7,12,2017,99,9,23,2,1,1,2,8, , , , , , 
7,12,2017,99,10,32,3,1,1,2,8, , , , , , 
7,12,2017,5,1,18,4,3,1,25, , ,1, , , , 
7,12,2017,9,2,28,1,3,2,25, , ,2, , , , 
7,12,2017,8,7,22,3,4,1,4, , , ,4, , , 
7,12,2017,4,1,9,1,5,1,1, , , , ,1, , 
7,12,2017,2,7,7,3,5,1,2, , , , ,2, , 
7,12,2017,11,2,13,4,5,1,2, , , , ,2, , 
7,12,2017,1,4,27,4,5,1,2, , , , ,2, , 
1,12,2017,99,10,32,2,1,1,1,1, , , , , , 
1,12,2017,7,9,23,4,1,1,2,99, , , , , , 
1,12,2017,99,10,1,2,1,1,2,2, , , , , , 
1,12,2017,99,8,8,4,5,1,1, , , , ,1, , 
1,12,2017,99,9,29,4,5,1,2, , , , ,2, , 
1,12,2017,8,10,1,3,5,1,2, , , , ,2, , 
1,12,2017,6,9,23,1,5,1,3, , , , ,3, , 
3,12,2017,10,5,17,4,1,1,2,8, , , , , , 
3,12,2017,6,3,19,99,1,1,2,3, , , , , , 
3,12,2017,10,2,24,4,1,1,2,4, , , , , , 
3,12,2017,10,9,29,4,3,1,25, , ,99, , , , 
3,12,2017,99,1,25,4,5,1,2, , , , ,2, , 
4,12,2017,8,1,18,4,1,1,2,4, , , , , , 
4,12,2017,99,5,21,4,1,1,2,1, , , , , , 
4,12,2017,99,2,24,3,1,1,2,2, , , , , , 
4,12,2017,99,1,25,2,1,1,2,1, , , , , , 
5,12,2017,8,2,13,3,1,1,2,2, , , , , , 
5,12,2017,8,2,13,4,5,1,2, , , , ,2, , 
6,12,2017,4,1,9,1,1,1,2,1, , , , , , 
6,12,2017,9,6,10,4,5,1,2, , , , ,2, , 
6,12,2017,3,2,28,99,5,1,2, , , , ,2, , 
7,12,2017,11,3,6,4,1,1,2,2, , , , , , 
7,12,2017,1,3,6,4,1,1,2,8, , , , , , 
7,12,2017,4,6,10,4,1,1,2,4, , , , , , 
7,12,2017,99,5,17,4,1,1,2,5, , , , , , 
7,12,2017,6,3,20,99,1,1,2,99, , , , , , 
7,12,2017,4,7,22,4,1,1,2,4, , , , , , 
7,12,2017,99,10,32,2,1,1,2,8, , , , , , 
7,12,2017,11,99,99,99,1,1,2,4, , , , , , 
7,12,2017,3,3,6,4,5,1,2, , , , ,2, , 
1,12,2017,10,3,19,99,1,1,2,1, , , , , , 
1,12,2017,6,1,25,4,1,1,2,99, , , , , , 
1,12,2017,99,10,32,2,1,1,2,99, , , , , , 
1,12,2017,99,10,32,2,3,1,25, , ,99, , , , 
1,12,2017,10,4,15,4,5,1,2, , , , ,2, , 
1,12,2017,12,1,25,4,5,1,2, , , , ,2, , 
1,12,2017,10,2,28,99,5,1,99, , , , ,99, , 
1,12,2017,10,2,28,99,5,1,99, , , , ,99, , 
2,12,2017,99,6,4,4,5,1,2, , , , ,2, , 
3,12,2017,99,10,32,1,1,1,2,99, , , , , , 
3,12,2017,10,10,32,2,1,1,2,99, , , , , , 
3,12,2017,99,10,32,3,1,1,8,99, , , , , , 
3,12,2017,99,2,13,1,3,1,25, , ,4, , , , 
3,12,2017,10,7,7,99,5,1,2, , , , ,2, , 
4,12,2017,99,1,9,4,1,1,2,2, , , , , , 
4,12,2017,99,1,9,4,1,1,2,2, , , , , , 
4,12,2017,10,7,22,4,1,1,2,99, , , , , , 
4,12,2017,9,2,28,1,3,1,25, , ,2, , , , 
5,12,2017,99,10,1,2,1,1,2,4, , , , , , 
6,12,2017,99,8,12,4,1,1,2,99, , , , , , 
6,12,2017,12,10,1,3,1,1,2,2, , , , , , 
7,12,2017,10,5,2,4,1,1,2,4, , , , , , 
7,12,2017,99,8,8,4,1,1,2,2, , , , , , 
7,12,2017,3,1,9,4,1,3,2,4, , , , , , 
7,12,2017,10,7,22,99,1,1,2,1, , , , , , 
7,12,2017,1,9,29,4,1,1,2,1, , , , , , 
7,12,2017,99,7,22,4,3,1,25, , ,2, , , , 
1,1,2018,7,5,2,4,1,1,2,2, , , , , , 
1,1,2018,7,5,2,3,1,1,2,1, , , , , , 
1,1,2018,2,6,4,3,1,1,2,2, , , , , , 
1,1,2018,8,8,11,4,1,1,2,99, , , , , , 
1,1,2018,10,3,20,1,1,1,2,1, , , , , , 
1,1,2018,10,2,28,4,1,1,2,99, , , , , , 
1,1,2018,7,2,13,4,5,1,1, , , , ,1, , 
1,1,2018,2,2,28,4,6,1,1, , , , , ,99, 
1,1,2018,2,1,25,4,6,1,2, , , , , ,2, 
3,1,2018,12,4,27,4,1,1,1,4, , , , , , 
3,1,2018,7,8,11,10,1,1,2,1, , , , , , 
3,1,2018,10,2,13,3,1,1,2,2, , , , , , 
3,1,2018,6,2,28,1,1,1,2,99, , , , , , 
3,1,2018,9,9,30,4,1,1,2,4, , , , , , 
3,1,2018,7,10,1,3,1,1,99,99, , , , , , 
3,1,2018,11,8,8,4,3,1,25, , ,99, , , , 
3,1,2018,2,1,25,2,3,1,25, , ,4, , , , 
4,1,2018,8,8,8,4,6,1,2, , , , , ,14, 
5,1,2018,10,8,11,4,1,1,2,99, , , , , , 
5,1,2018,11,3,14,4,3,1,25, , ,2, , , , 
6,1,2018,11,5,17,3,3,1,25, , ,4, , , , 
6,1,2018,6,8,8,4,5,1,2, , , , ,2, , 
7,1,2018,12,4,15,4,1,1,2,24, , , , , , 
7,1,2018,3,1,25,4,1,1,2,3, , , , , , 
7,1,2018,7,9,29,4,3,1,25, , ,3, , , , 
7,1,2018,3,10,32,4,3,1,25, , ,99, , , , 
7,1,2018,7,10,32,4,5,1,2, , , , ,2, , 
3,1,2018,8,10,1,1,1,1,2,2, , , , , , 
3,1,2018,8,10,1,2,1,1,2,8, , , , , , 
3,1,2018,7,10,32,4,1,1,2,99, , , , , , 
3,1,2018,11,10,32,3,3,1,25, , ,2, , , , 
3,1,2018,1,10,1,2,5,1,2, , , , ,2, , 
4,1,2018,4,10,32,2,3,1,25, , ,1, , , , 
4,1,2018,6,10,32,3,3,1,25, , ,2, , , , 
5,1,2018,8,5,21,4,5,1,2, , , , ,2, , 
6,1,2018,1,1,25,2,5,1,3, , , , ,3, , 
7,1,2018,5,5,2,4,1,1,2,2, , , , , , 
7,1,2018,3,3,20,3,1,1,2,2, , , , , , 
7,1,2018,10,7,22,4,1,1,2,4, , , , , , 
7,1,2018,6,5,21,4,5,1,2, , , , ,2, , 
7,1,2018,3,10,32,2,6,1,2, , , , , ,2, 
1,1,2018,3,3,6,4,1,1,2,4, , , , , , 
1,1,2018,1,1,18,4,1,1,2,3, , , , , , 
1,1,2018,7,5,21,4,3,1,25, , ,99, , , , 
1,1,2018,1,8,11,10,5,1,2, , , , ,2, , 
7,1,2018,7,2,24,4,5,1,2, , , , ,2, , 
2,1,2018,11,5,17,4,1,2,2,6, , , , , , 
2,1,2018,8,1,25,4,1,1,2,99, , , , , , 
2,1,2018,6,10,1,3,1,1,2,4, , , , , , 
2,1,2018,6,5,21,3,3,1,25, , ,4, , , , 
3,1,2018,5,9,23,4,1,1,2,99, , , , , , 
3,1,2018,6,1,25,2,3,1,25, , ,1, , , , 
4,1,2018,10,5,21,4,1,1,4,4, , , , , , 
5,1,2018,8,7,22,4,1,1,2,4, , , , , , 
5,1,2018,5,1,25,4,1,1,2,4, , , , , , 
5,1,2018,6,10,32,2,1,1,2,1, , , , , , 
5,1,2018,10,4,15,3,2,1,26, ,25, , , , , 
5,1,2018,7,1,9,3,3,1,25, , ,2, , , , 
6,1,2018,1,1,18,3,5,1,2, , , , ,2, , 
6,1,2018,8,10,32,1,1,1,2,3, , , , , , 
6,1,2018,11,5,2,4,5,1,2, , , , ,2, , 
6,1,2018,1,9,29,3,5,1,2, , , , ,2, , 
7,1,2018,11,8,11,10,1,1,2,99, , , , , , 
7,1,2018,10,2,13,4,1,1,2,99, , , , , , 
7,1,2018,5,2,13,4,1,1,2,2, , , , , , 
7,1,2018,5,5,21,1,1,1,2,1, , , , , , 
7,1,2018,6,5,31,3,1,1,2,6, , , , , , 
7,1,2018,11,1,9,3,3,1,25, , ,8, , , , 
7,1,2018,9,2,13,4,5,1,2, , , , ,2, , 
7,1,2018,1,5,21,3,5,1,2, , , , ,2, , 
7,1,2018,4,10,32,4,6,1,2, , , , , ,2, 
1,1,2018,4,5,17,3,1,1,2,1, , , , , , 
1,1,2018,9,9,23,4,1,1,8,4, , , , , , 
1,1,2018,8,1,25,1,3,1,25, , ,1, , , , 
1,1,2018,9,10,1,2,3,1,25, , ,2, , , , 
2,1,2018,5,2,13,3,1,1,2,99, , , , , , 
2,1,2018,8,7,22,4,1,1,2,1, , , , , , 
2,1,2018,5,9,29,4,3,1,25, , ,6, , , , 
2,1,2018,4,10,32,1,3,1,25, , ,1, , , , 
3,1,2018,9,1,25,2,1,3,2,2, , , , , , 
3,1,2018,4,7,22,4,3,1,25, , ,1, , , , 
4,1,2018,4,5,2,4,1,1,2,2, , , , , , 
4,1,2018,8,4,15,4,1,1,2,4, , , , , , 
6,1,2018,7,3,6,4,5,1,2, , , , ,2, , 
7,1,2018,1,4,15,4,3,1,25, , ,99, , , , 
7,1,2018,3,9,23,9,5,2,8, , , , ,8, , 
1,1,2018,9,1,9,1,1,1,1,2, , , , , , 
1,1,2018,1,6,3,99,1,2,2,8, , , , , , 
1,1,2018,9,8,11,3,1,1,2,8, , , , , , 
1,1,2018,5,10,32,1,1,1,2,99, , , , , , 
2,1,2018,2,5,21,4,5,1,2, , , , ,2, , 
3,1,2018,4,10,1,2,3,1,25, , ,99, , , , 
3,1,2018,3,10,1,2,5,1,1, , , , ,1, , 
4,2,2018,7,3,14,4,1,1,2,99, , , , , , 
4,2,2018,2,3,20,3,1,1,2,2, , , , , , 
5,2,2018,12,1,25,3,1,1,2,1, , , , , , 
4,2,2018,2,1,25,3,5,1,1, , , , ,1, , 
4,2,2018,2,10,1,2,5,1,99, , , , ,99, , 
5,2,2018,10,7,22,4,1,2,2,4, , , , , , 
5,2,2018,2,1,25,4,5,1,2, , , , ,2, , 
6,2,2018,3,9,29,4,1,1,2,24, , , , , , 
6,2,2018,6,10,32,4,1,1,2,4, , , , , , 
7,2,2018,10,3,6,3,1,2,2,2, , , , , , 
7,2,2018,10,1,25,3,1,1,2,8, , , , , , 
7,2,2018,6,10,32,1,1,1,2,4, , , , , , 
7,2,2018,8,5,21,1,3,1,25, , ,1, , , , 
7,2,2018,9,9,29,4,3,1,25, , ,2, , , , 
1,2,2018,7,5,2,2,1,1,2,1, , , , , , 
1,2,2018,12,10,32,1,1,1,2,99, , , , , , 
1,2,2018,1,10,32,1,1,1,2,99, , , , , , 
1,2,2018,7,7,22,4,3,1,25, , ,7, , , , 
1,2,2018,10,7,22,3,5,1,2, , , , ,2, , 
1,2,2018,5,10,32,2,5,1,2, , , , ,2, , 
2,2,2018,6,10,32,2,1,1,2,2, , , , , , 
2,2,2018,5,8,8,4,5,1,99, , , , ,99, , 
3,2,2018,4,8,11,10,1,1,2,99, , , , , , 
3,2,2018,9,2,13,4,1,1,2,99, , , , , , 
3,2,2018,8,4,27,4,1,1,2,4, , , , , , 
3,2,2018,5,5,21,4,1,1,8,4, , , , , , 
3,2,2018,6,3,20,9,3,1,25, , ,2, , , , 
4,2,2018,6,10,32,3,1,1,2,3, , , , , , 
4,2,2018,8,10,32,1,3,1,25, , ,4, , , , 
5,2,2018,10,7,22,4,1,2,2,4, , , , , , 
5,2,2018,5,10,32,2,1,1,2,99, , , , , , 
5,2,2018,6,5,21,1,3,1,25, , ,1, , , , 
6,2,2018,10,5,2,4,1,1,2,2, , , , , , 
6,2,2018,6,8,8,4,5,1,2, , , , ,2, , 
7,2,2018,12,5,21,2,5,1,2, , , , ,2, , 
1,2,2018,6,4,27,4,1,1,2,99, , , , , , 
1,2,2018,12,2,28,3,1,1,2,1, , , , , , 
1,2,2018,9,3,14,4,3,1,25, , ,99, , , , 
1,2,2018,11,1,25,4,5,1,1, , , , ,1, , 
1,2,2018,3,5,2,3,5,1,2, , , , ,2, , 
1,2,2018,6,5,21,4,5,1,2, , , , ,2, , 
2,2,2018,2,1,25,3,1,1,2,4, , , , , , 
3,2,2018,9,1,25,4,1,1,2,4, , , , , , 
3,2,2018,12,3,14,4,3,1,25, , ,2, , , , 
3,2,2018,7,10,32,3,3,1,25, , ,99, , , , 
4,2,2018,5,7,22,4,3,1,25, , ,4, , , , 
4,2,2018,5,9,23,9,5,1,4, , , , ,4, , 
5,2,2018,12,2,28,1,1,1,2,99, , , , , , 
5,2,2018,2,5,21,1,3,1,25, , ,2, , , , 
5,2,2018,11,5,21,3,3,1,25, , ,2, , , , 
5,2,2018,12,2,28,1,5,1,1, , , , ,1, , 
6,2,2018,4,1,25,3,1,2,2,8, , , , , , 
6,2,2018,9,4,27,1,1,1,2,4, , , , , , 
6,2,2018,6,1,9,3,3,1,25, , ,8, , , , 
6,2,2018,1,2,28,4,3,1,25, , ,8, , , , 
6,2,2018,5,10,1,2,6,1,1, , , , , ,2, 
7,2,2018,12,8,11,4,1,1,2,3, , , , , , 
7,2,2018,4,1,25,1,1,1,2,1, , , , , , 
7,2,2018,9,4,27,4,1,1,4,4, , , , , , 
7,2,2018,4,2,13,4,3,1,25, , ,99, , , , 
7,2,2018,10,5,21,3,3,1,25, , ,1, , , , 
7,2,2018,5,3,6,4,5,1,2, , , , ,2, , 
7,2,2018,7,2,13,1,5,1,2, , , , ,2, , 
7,2,2018,12,3,19,4,5,1,2, , , , ,2, , 
1,2,2018,9,8,8,4,1,1,2,2, , , , , , 
1,2,2018,10,5,21,4,1,1,2,1, , , , , , 
1,2,2018,10,10,32,4,1,1,2,6, , , , , , 
1,2,2018,11,5,21,1,3,1,25, , ,8, , , , 
2,2,2018,9,5,17,4,3,1,25, , ,8, , , , 
3,2,2018,5,1,25,2,1,1,2,99, , , , , , 
3,2,2018,5,10,32,2,3,1,25, , ,4, , , , 
3,2,2018,10,2,28,1,5,1,1, , , , ,1, , 
4,2,2018,7,5,21,4,3,1,25, , ,99, , , , 
4,2,2018,10,1,25,1,3,1,25, , ,99, , , , 
4,2,2018,5,10,1,3,3,1,25, , ,8, , , , 
4,2,2018,7,1,25,2,5,1,8, , , , ,8, , 
5,2,2018,10,4,15,4,1,1,2,8, , , , , , 
6,2,2018,8,8,8,4,1,1,2,4, , , , , , 
6,2,2018,6,9,29,4,3,1,25, , ,99, , , , 
6,2,2018,10,2,28,1,5,1,2, , , , ,2, , 
6,2,2018,8,1,18,4,6,1,3, , , , , ,6, 
7,2,2018,12,2,13,2,1,1,2,99, , , , , , 
7,2,2018,10,5,21,1,1,1,2,99, , , , , , 
7,2,2018,12,2,28,1,1,1,2,99, , , , , , 
7,2,2018,3,10,1,2,1,1,2,8, , , , , , 
7,2,2018,2,10,1,2,1,1,2,8, , , , , , 
7,2,2018,6,2,13,4,3,1,25, , ,99, , , , 
7,2,2018,10,7,22,3,3,1,25, , ,2, , , , 
7,2,2018,6,5,17,4,5,2,5, , , , ,5, , 
7,2,2018,1,5,21,3,1,1,2,4, , , , , , 
1,2,2018,7,9,29,4,1,1,2,99, , , , , , 
1,2,2018,11,3,19,4,3,1,25, , ,99, , , , 
1,2,2018,6,1,25,2,3,1,25, , ,99, , , , 
1,2,2018,10,1,25,1,3,1,25, , ,99, , , , 
1,2,2018,9,2,28,1,3,1,25, , ,2, , , , 
1,2,2018,4,1,25,4,5,1,8, , , , ,8, , 
2,2,2018,6,8,11,4,1,1,2,1, , , , , , 
2,2,2018,12,3,20,4,1,1,2,4, , , , , , 
2,2,2018,12,5,21,4,1,1,2,2, , , , , , 
2,2,2018,4,5,21,4,1,1,2,99, , , , , , 
2,2,2018,11,3,14,3,3,1,25, , ,1, , , , 
2,2,2018,5,5,21,4,3,1,25, , ,2, , , , 
2,2,2018,10,5,21,4,3,4,25, , ,4, , , , 
3,2,2018,9,2,13,1,1,1,2,8, , , , , , 
3,2,2018,4,5,21,1,5,1,2, , , , ,2, , 
4,3,2018,6,5,17,3,1,1,2,4, , , , , , 
4,3,2018,5,2,28,1,3,1,25, , ,4, , , , 
5,3,2018,12,2,13,3,1,1,2,2, , , , , , 
5,3,2018,1,1,25,4,1,1,2,1, , , , , , 
5,3,2018,6,10,32,1,1,1,2,4, , , , , , 
5,3,2018,8,10,32,3,5,1,2, , , , ,2, , 
6,3,2018,2,3,6,4,1,1,2,24, , , , , , 
6,3,2018,9,7,22,3,1,1,2,99, , , , , , 
6,3,2018,6,10,1,2,1,1,2,4, , , , , , 
6,3,2018,5,10,32,2,1,1,2,4, , , , , , 
6,3,2018,5,6,16,4,5,1,99, , , , ,99, , 
7,3,2018,11,3,14,4,1,1,2,2, , , , , , 
7,3,2018,10,4,15,1,1,4,2,2, , , , , , 
7,3,2018,8,3,6,3,3,1,25, , ,2, , , , 
7,3,2018,7,3,14,4,6,1,2, , , , , ,99, 
1,3,2018,5,1,25,4,1,1,2,1, , , , , , 
1,3,2018,5,10,1,2,1,1,2,99, , , , , , 
1,3,2018,7,8,11,4,5,1,1, , , , ,1, , 
1,3,2018,7,1,25,3,5,1,2, , , , ,2, , 
2,3,2018,10,10,32,2,3,1,25, , ,2, , , , 
2,3,2018,6,5,21,4,5,1,1, , , , ,1, , 
3,3,2018,9,2,13,4,1,1,2,4, , , , , , 
4,3,2018,8,9,29,4,1,1,1,5, , , , , , 
4,3,2018,8,10,32,2,5,1,2, , , , ,2, , 
5,3,2018,10,3,14,4,1,2,2,8, , , , , , 
5,3,2018,10,3,19,4,4,1,2, , , ,2, , , 
5,3,2018,10,7,22,3,5,1,2, , , , ,2, , 
5,3,2018,6,7,22,12,5,1,2, , , , ,2, , 
5,3,2018,12,2,28,2,6,1,2, , , , , ,99, 
6,3,2018,2,10,1,2,1,1,1,8, , , , , , 
6,3,2018,1,2,24,4,1,1,2,8, , , , , , 
6,3,2018,4,2,13,4,1,1,4,4, , , , , , 
6,3,2018,10,5,2,4,3,1,25, , ,99, , , , 
6,3,2018,4,10,1,2,3,1,25, , ,2, , , , 
7,3,2018,11,6,4,4,1,1,2,3, , , , , , 
7,3,2018,6,1,25,3,1,1,2,3, , , , , , 
7,3,2018,5,6,4,3,3,1,25, , ,99, , , , 
7,3,2018,12,3,6,4,3,1,25, , ,2, , , , 
7,3,2018,8,10,32,3,3,1,25, , ,2, , , , 
7,3,2018,8,4,27,2,5,1,2, , , , ,2, , 
1,3,2018,9,5,2,99,1,1,2,99, , , , , , 
1,3,2018,2,8,11,3,1,1,2,2, , , , , , 
1,3,2018,1,2,24,4,1,1,2,8, , , , , , 
1,3,2018,4,2,24,4,5,1,2, , , , ,2, , 
2,3,2018,10,1,25,4,1,1,2,3, , , , , , 
2,3,2018,9,10,1,2,1,1,2,8, , , , , , 
2,3,2018,1,9,30,4,3,1,25, , ,4, , , , 
3,3,2018,8,2,13,4,1,1,2,6, , , , , , 
3,3,2018,5,10,32,4,1,1,2,8, , , , , , 
3,3,2018,8,5,21,1,5,2,1, , , , ,1, , 
3,3,2018,4,5,21,3,6,1,2, , , , , ,2, 
4,3,2018,5,2,13,4,1,1,2,2, , , , , , 
4,3,2018,8,10,32,2,1,1,2,5, , , , , , 
4,3,2018,8,9,23,3,1,1,99,99, , , , , , 
5,3,2018,2,1,25,2,1,1,2,4, , , , , , 
5,3,2018,9,1,9,3,3,1,25, , ,1, , , , 
5,3,2018,9,10,32,2,5,1,2, , , , ,2, , 
5,3,2018,9,5,2,4,5,1,4, , , , ,4, , 
6,3,2018,12,3,6,4,1,2,2,99, , , , , , 
6,3,2018,8,5,31,3,6,1,26, , , , , ,2, 
7,3,2018,3,3,6,3,1,1,2,2, , , , , , 
7,3,2018,10,2,24,4,1,1,2,2, , , , , , 
7,3,2018,7,1,25,4,1,1,2,8, , , , , , 
7,3,2018,6,1,25,1,1,1,2,1, , , , , , 
7,3,2018,10,10,1,1,1,2,3,4, , , , , , 
7,3,2018,10,5,17,4,3,1,25, , ,99, , , , 
7,3,2018,3,1,25,2,5,1,1, , , , ,1, , 
7,3,2018,11,8,11,4,5,1,2, , , , ,2, , 
7,3,2018,1,2,28,3,5,1,2, , , , ,2, , 
7,3,2018,4,2,24,4,5,1,8, , , , ,8, , 
1,3,2018,8,8,11,4,1,1,2,4, , , , , , 
1,3,2018,2,9,23,3,1,1,2,3, , , , , , 
2,3,2018,8,8,11,2,1,1,2,4, , , , , , 
2,3,2018,4,9,29,9,1,1,2,1, , , , , , 
2,3,2018,12,10,32,1,1,1,2,8, , , , , , 
2,3,2018,9,4,15,4,3,1,25, , ,8, , , , 
2,3,2018,6,10,32,1,6,1,1, , , , , ,5, 
3,3,2018,9,10,32,2,1,1,2,1, , , , , , 
3,3,2018,7,2,13,4,3,1,25, , ,99, , , , 
4,3,2018,9,2,13,4,5,1,2, , , , ,2, , 
5,3,2018,8,3,6,3,1,1,2,1, , , , , , 
5,3,2018,12,1,9,4,1,5,2,2, , , , , , 
5,3,2018,11,5,21,3,1,1,2,4, , , , , , 
6,3,2018,10,1,18,2,1,1,2,2, , , , , , 
6,3,2018,10,4,26,4,1,1,2,3, , , , , , 
6,3,2018,6,7,22,4,3,1,25, , ,99, , , , 
6,3,2018,1,4,27,2,3,1,25, , ,5, , , , 
6,3,2018,8,3,19,4,5,1,2, , , , ,2, , 
7,3,2018,2,5,2,3,1,1,2,2, , , , , , 
7,3,2018,2,10,32,4,1,1,2,99, , , , , , 
7,3,2018,9,2,28,1,5,3,99, , , , ,99, , 
1,3,2018,9,1,9,2,1,1,2,6, , , , , , 
1,3,2018,4,5,17,4,1,1,2,2, , , , , , 
1,3,2018,7,10,32,2,1,1,2,4, , , , , , 
1,3,2018,5,6,10,3,3,1,25, , ,8, , , , 
2,3,2018,9,1,18,2,1,1,2,8, , , , , , 
2,3,2018,8,5,21,1,1,1,2,4, , , , , , 
2,3,2018,8,5,21,4,1,1,2,99, , , , , , 
2,3,2018,7,8,8,4,4,1,4, , , ,4, , , 
2,3,2018,11,3,14,99,5,1,2, , , , ,2, , 
3,3,2018,4,2,28,4,1,1,2,6, , , , , , 
3,3,2018,6,7,22,4,5,1,1, , , , ,1, , 
3,3,2018,1,5,21,1,5,1,4, , , , ,4, , 
3,3,2018,8,8,11,9,5,1,5, , , , ,5, , 
4,3,2018,10,3,14,4,1,2,1,1, , , , , , 
4,3,2018,7,10,32,1,1,1,2,1, , , , , , 
4,3,2018,10,5,2,4,1,1,4,8, , , , , , 
5,3,2018,11,2,28,1,1,1,1,1, , , , , , 
5,3,2018,5,5,17,4,1,1,2,2, , , , , , 
5,3,2018,3,9,29,4,5,1,2, , , , ,2, , 
6,3,2018,12,5,2,4,1,1,1,8, , , , , , 
6,3,2018,10,8,8,4,1,2,2,2, , , , , , 
6,3,2018,7,8,11,1,1,1,2,1, , , , , , 
6,3,2018,1,8,11,4,1,1,2,8, , , , , , 
6,3,2018,6,2,13,4,1,1,2,8, , , , , , 
6,3,2018,11,2,24,4,1,1,2,2, , , , , , 
7,4,2018,9,8,8,2,1,1,2,2, , , , , , 
7,4,2018,12,2,28,1,1,1,2,99, , , , , , 
7,4,2018,5,9,29,4,1,1,2,2, , , , , , 
7,4,2018,2,5,17,4,5,1,2, , , , ,2, , 
7,4,2018,3,3,6,4,5,1,8, , , , ,8, , 
